Camera timestamp,End of utterance,Time delta,[Camera],[Context]
1698.5,1703.6,9.3,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a black backpack and a light-colored shirt. Another person is standing near the entrance of the bakery, wearing a light-colored shirt and a dark-colored jacket. There are also other customers in the background, some of whom are also wearing light-colored shirts. The overall atmosphere appears to be casual and relaxed.",Salesman: それ、今ベーカリーの甘いパンでの大人気商品りんごのチーズタルト。
1704.7,1704.7,1.1,"In the image, there are several customers in the mall. One person is walking up the stairs, wearing a purple backpack and black pants. Another person is standing near the entrance of the bakery, wearing a white shirt and black pants. There are also other customers in the background, some of whom are wearing masks. The mall has a modern design with white pillars and tiled floors.",no utterance is needed
1705.7,1707.9,1.0,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying bags, and one person is holding a shopping bag. The bakery appears to be a popular spot for customers, with a variety of items on display.",Salesman: 先月リニューアルしたばっかりですよ。
1709.8,1709.8,1.9,"The image shows an indoor area of a mall with an escalator leading upwards. In the foreground, there is a curved walkway with a railing, and a few people are walking along it. The floor is tiled with a mix of light and dark tiles, and there are some people standing or walking in the background. The mall appears to be well-lit with overhead lights, and there are some signs and advertisements visible. The overall atmosphere seems to be busy and bustling, typical of a shopping mall.",no utterance is needed
1711.8,1717.1,2.0,"In the image, there are several customers in the mall. The customers are wearing casual clothing, including shirts, pants, and jackets. Some of them are carrying handbags or backpacks. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: りんごのチーズタルトの甘みと酸味の絶妙なバランスがとても人気でございます。
1718.4,1718.4,1.3,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a white shirt and a blue face mask. Another person is walking away from the camera, wearing a white shirt and a white baseball cap. There are also two other people in the background, one of whom is wearing a white shirt and the other is wearing a black shirt. The mall has a modern design with white pillars and a tiled floor.",no utterance is needed
1719.8,1725.8,1.4,"In the image, there are several customers at the mall. One person is standing near the entrance, wearing a white shirt and a baseball cap. Another person is walking towards the entrance, also wearing a white shirt. There is a person in the background, partially obscured, wearing a white shirt and a mask. The mall has a modern design with white walls and a tiled floor. There is a staircase leading up to the next level, and a signboard with some text is visible. The overall atmosphere appears to be busy and bustling.",Salesman: 今日のおやつにソルビバベーカリーのりんごのチーズタルトはいかがですか？
1729.9,1729.9,4.1,"The image shows an indoor area of a mall with a curved staircase leading upwards. The floor is tiled with a combination of white and gray tiles, and there are white railings on both sides of the staircase. The ceiling is white with recessed lighting.In front of the bakery, there are several customers. They appear to be walking or standing, possibly browsing the bakery or looking at the products. The customers are dressed in casual clothing, including shirts and pants. The overall atmosphere seems to be that of a busy shopping mall with people going about their day.",no utterance is needed
1734.0,1738.6,4.1,"In the image, there are several customers at the mall. One person is walking towards the entrance of the bakery, which is located on the left side of the frame. The bakery has a sign with a blue and white logo, and there are other customers walking around the mall. The customers are wearing casual clothing, including t-shirts, jeans, and sneakers. The mall has a modern design with white walls and tiled floors, and there are several columns and arches visible. The lighting is bright, and the overall atmosphere appears to be busy and bustling.",Salesman: こんにちは今日も一日、お仕事や学校お疲れ様です。
1739.6,1739.6,1.0,"In the image, there are several customers at the mall. The main focus is on a young man wearing a white shirt, black pants, and white shoes. He appears to be walking towards the bakery. There are also other customers in the background, some of whom are wearing masks. The mall has a modern design with a tiled floor and a white ceiling with recessed lighting. The bakery is located near the entrance of the mall, and there is a signboard with some text and an image of a pastry.",no utterance is needed
1740.6,1748.2,1.0,"In the image, there are several customers at the mall. The main focus is on a young man wearing a white T-shirt and black pants, carrying a backpack. He appears to be walking towards the bakery. To his right, there is a woman wearing a purple dress with a floral pattern and a mask. She is also walking towards the bakery. In the background, there are other customers, some of whom are wearing masks. The mall has a modern design with white pillars and a curved ceiling. The lighting is bright, and the overall atmosphere appears to be busy and bustling.",Salesman: 今日のおやつや明日の朝ご飯にソルビまベーカリーのパンはいかがですか？ご来店ありがとうございました。
1751.2,1751.2,3.0,"In the image, there are several customers at the mall. One person is wearing a black dress and a hat, while another person is wearing a white dress and a black hat. There are also two children, one wearing a white dress and the other a blue dress, walking together. In the background, there are other customers and a bakery with a sign. The mall has a modern design with white walls and a curved staircase.",no utterance is needed
1754.3,1758.2,3.0,"In the image, there are several customers at the mall. The main focus is on a man and a woman walking towards the bakery. The man is wearing a white t-shirt and black shorts, while the woman is wearing a white jacket over a black top and black pants. Both are carrying bags. There are other customers in the background, some of whom are also wearing masks. The mall has a modern design with white columns and a tiled floor.",Salesman: こんにちはソルビベーカリーの美味しいパンはいかがですか？
1761.9,1761.9,3.7,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a patterned shirt, green pants, and a black cap. Another person is standing on the stairs, wearing a white shirt and pants. There are also other customers in the background, some of whom are also wearing masks. The mall has a modern design with a curved ceiling and a tiled floor.",no utterance is needed
1765.6,1768.8,3.7,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and dark pants. Another person is walking towards the bakery, dressed in a white shirt and dark pants. There are also other customers in the background, some of whom are also wearing white shirts and dark pants. The overall atmosphere appears to be casual and relaxed.",Salesman: 当店の一番人気はあん塩バターパンですよ。
1770.7,1770.7,1.9,"In the image, there are three people in the mall. The person on the left is wearing a black jacket and a black hat, and they are walking towards the bakery. The person in the middle is wearing a white shirt and light-colored pants, and they are standing near the entrance of the bakery. The person on the right is wearing a white shirt and dark pants, and they are walking towards the bakery.",no utterance is needed
1772.5,1782.8,1.8,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and dark pants. Another person is walking towards the bakery, dressed in a white shirt and black pants. There are also other customers in the background, some of whom are also wearing white shirts and dark pants. The overall atmosphere appears to be casual and relaxed.",Salesman: 10勝小豆を使用した案塩バターパンは、小豆の爽やかな甘みとバターのコクゲラン。ラジオの演技がとても相性抜群。
1783.4,1783.4,0.6,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and dark pants. Another person is walking towards the bakery, dressed in a white shirt and dark pants. There are also other customers in the background, some of whom are walking and others who are standing. The overall atmosphere appears to be busy and lively.",no utterance is needed
1784.0,1787.1,0.6,"In the image, there are several customers at the mall. One person is standing near the entrance of the bakery, wearing a white shirt and beige pants. Another person is walking towards the bakery, dressed in a white shirt and brown pants. There are also other customers in the background, but their details are not clear due to the distance and angle of the shot.",Salesman: 一番人気のアン塩バターパンはいかがでしょうか？
1794.0,1794.0,6.9,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including white shirts and pants. Some of them are standing near the counter, while others are walking around the area. The bakery has a bright and inviting atmosphere, with a variety of pastries and baked goods on display. The customers appear to be enjoying their time at the mall, with some engaging in conversation and others simply enjoying the surroundings.",no utterance is needed
1800.9,1803.7,6.9,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including t-shirts and shorts. Some of them are standing near the counter, while others are walking around the bakery area. The atmosphere appears to be relaxed and casual, typical of a shopping mall bakery.",Salesman: 新商品のとろけるクリーム塩バターパン。
1804.4,1804.4,0.7,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including jeans, t-shirts, and shorts. Some of them are carrying bags, and one person is holding a cell phone. The mall has a modern interior with white columns and tiled floors. The customers appear to be walking around, possibly browsing the stores or looking for something to buy.",no utterance is needed
1805.1,1808.8,0.7,"The image shows an indoor area of a mall with a curved escalator leading upwards. The floor is tiled with a mix of white and gray tiles, and there are white pillars and railings along the sides of the escalator. The ceiling is white with recessed lighting. In front of the bakery, there are a few people walking. One person is carrying a bag, and another is wearing a white shirt and jeans. The overall atmosphere appears to be busy, with people going about their day.",Salesman: 冷蔵庫でひんやりさせてから食べるととってもおいしいですよ。
1809.8,1809.8,1.0,"The image shows an indoor area of a mall with a staircase leading upwards. The floor is tiled with a mix of blue and white tiles, and there are several people walking around. The individuals appear to be casually dressed, with some wearing short pants and others in casual shirts and shorts. The atmosphere seems to be relaxed and typical of a shopping mall environment.",no utterance is needed
1810.7,1818.5,1.0,"The image shows an indoor scene with a tiled floor and a white ceiling. There are several people visible in the scene, but their details are not clear due to the angle and lighting. The individuals appear to be walking or standing, possibly engaging in a casual activity. The bakery in the background is not clearly visible, but it is likely a commercial establishment given the presence of customers.",Salesman: 暑くて食欲が少し落ちてしまうこの夏のおやつにとろけるクリーム塩バターパンいかがでしょうか？
1820.8,1820.8,2.3,"The image shows an indoor area of a mall with a curved escalator leading upwards. The floor is tiled with a pattern of blue, white, and gray tiles. There are several people walking around, some of whom are wearing casual clothing. The atmosphere appears to be busy but not overly crowded.",no utterance is needed
1823.1,1827.5,2.3,"In the image, there are several people walking in the mall. The customers are wearing casual clothing, including t-shirts, jeans, and sneakers. Some of them are carrying bags, and one person is wearing a hat. The mall has a modern design with a combination of white and green elements in the architecture. The customers appear to be going about their day, possibly shopping or walking around the mall.",Salesman: こんにちは今日もお仕事や学校お疲れ様です。
1828.2,1828.2,0.7,"In the image, there are several customers at the mall. One person is wearing a light-colored dress or apron, which is unusual for a mall setting. They are carrying a blue bag and appear to be walking towards the bakery. Another person is wearing a black jacket and carrying a backpack. There are also other customers in the background, some of whom are walking and others who are standing. The mall has a modern design with white columns and a tiled floor.",no utterance is needed
1828.8,1835.1,0.6,"In the image, there are several customers at the mall. One person is standing in the foreground, wearing a white shirt and a mask. Another person is walking in the background, also wearing a mask. There are also other customers in the background, some of whom are wearing masks. The mall has a modern design with white pillars and a curved ceiling. The floor has a patterned tile design.",Salesman: 今日の夕飯やおやつ、明日のパンにソルビバベーカリーのパンはいかがですか？
1836.3,1836.3,1.2,"In the image, there are several customers at the mall. One person is walking towards the entrance, wearing a brown shirt and jeans. Another person is standing near the entrance, wearing a white shirt and jeans. A third person is walking towards the entrance, wearing a light-colored shirt and jeans. There is also a person in the background, wearing a light-colored shirt and jeans. The mall has a modern design with white pillars and a tiled floor.",no utterance is needed
1837.5,1843.1,1.2,"In the image, there are two people walking in what appears to be a shopping mall or a public space. The person on the left is wearing a light-colored outfit, possibly a dress or a long shirt, and is carrying a bag. The person on the right is wearing a darker outfit, possibly a jacket or a coat, and is also carrying a bag. Both individuals are wearing masks, indicating that they are likely in a public area during a pandemic. The background shows a staircase and some advertisements, suggesting that this is a well-lit and possibly busy area.",Salesman: 最近はビールのお供にお食事系のパンを召し上がるお客様も多いみたいですよ。
1844.5,1844.5,1.5,"The image shows an indoor area of a mall with a curved staircase leading upwards. The floor is tiled with a combination of light and dark tiles, and there are white railings on both sides of the staircase. The ceiling is white with recessed lighting.In front of the bakery, there are a few people walking. They appear to be casually dressed, with some wearing jackets and others in shorts and t-shirts. The atmosphere seems to be relaxed and typical of a shopping mall environment.",no utterance is needed
1846.0,1850.4,1.5,"The image shows an indoor area of a mall with a curved staircase leading upwards. The floor is tiled with a mix of blue and white tiles, and there is a white railing on the staircase. The ceiling is white with recessed lighting. In front of the bakery, there are several customers. They appear to be walking or standing, and they are dressed in casual clothing. The customers are not clearly identifiable, but they seem to be engaged in their activities, possibly browsing or waiting for their order. The bakery itself is not visible in the image, but the presence of customers suggests that it is a popular spot for people to visit. The overall atmosphere appears to be casual and relaxed.",Salesman: 当店のビールのおつまみにとってもぴったりなパンは、ガーリックチーズ。
1851.3,1851.3,0.9,"The image shows an indoor shopping mall with a modern design. The floor is tiled with a pattern of blue and white tiles, and there are white pillars and arches supporting the ceiling. There are several people walking around, some of whom are carrying bags. The atmosphere appears to be busy and lively, typical of a shopping mall.",no utterance is needed
1852.2,1854.1,0.9,"The image shows an indoor mall with a curved staircase leading to an exit. In front of the bakery, there are several customers. One person is walking towards the exit, while another is standing near the entrance. The customers are dressed casually, with some wearing short pants and sandals. The bakery itself is not visible in the image.",Salesman: Okinaチーズ玄米ウィンナーも。
1854.8,1854.8,0.8,"In the image, there are several customers at the mall. The main focus is on a young girl wearing a black top and a white skirt. She appears to be walking towards the bakery. There are also other customers in the background, some of whom are wearing casual clothing. The mall has a modern design with white columns and a tiled floor. The bakery is located near the entrance, and there is a signboard with some information or advertisements.",no utterance is needed
1855.6,1857.6,0.8,"In the image, there are several customers at the mall. One person is wearing a black shirt and a white skirt, while another person is wearing a black top and a white skirt. There are also a few other individuals in the background, some of whom are wearing masks. The mall has a modern design with white columns and a curved staircase. The lighting is bright, and there are several people walking around, some of whom are carrying bags.",Salesman: お酒のおつまみに大好評です。
1859.0,1859.0,1.5,"In the image, there are several people in the mall. One person is standing in front of the bakery, wearing a white shirt and dark pants. Another person is sitting on a bench, wearing a white shirt and dark pants. There are also two other people in the background, one of whom is wearing a brown shirt and the other is wearing a white shirt. The mall has a modern design with white pillars and a tiled floor.",no utterance is needed
1860.5,1864.9,1.5,"In the image, there are several customers at the bakery in the mall. The customers are wearing various clothing items. One person is wearing a white shirt and black pants, while another person is wearing a black shirt and white pants. There are also individuals wearing masks, indicating that the photo was taken during a time when masks were required or recommended. The bakery has a sign with a blue and white logo, and there is a white railing around the entrance. The overall atmosphere appears to be busy and bustling, typical of a busy mall setting.",Salesman: いらっしゃいませ。今日もそのままベーカリーお越しくださり、ありがとうございます。
1866.5,1866.5,1.5,"In the image, there are several customers at the bakery. The customers are wearing various clothing items, including:1. A person in a black jacket and jeans.2. A person in a white shirt and jeans.3. A person in a white shirt and jeans.4. A person in a black jacket and jeans.5. A person in a white shirt and jeans.6. A person in a black jacket and jeans.7. A person in a white shirt and jeans.8. A person in a black jacket and jeans.9. A person in a white shirt and jeans.10. A person in a black jacket and jeans.The customers appear to be engaged in conversation and enjoying their time at the bakery.",no utterance is needed
1868.0,1873.4,1.5,"The image shows an indoor area of a mall with a curved staircase leading to an exit. The floor is tiled with a pattern of white and gray tiles, and there are white railings on both sides of the staircase. The ceiling is white with recessed lighting. In front of the bakery, there are several people walking or standing. The individuals are dressed in casual clothing, including jeans, t-shirts, and jackets. Some are carrying bags, and one person appears to be wearing a backpack. The overall atmosphere seems to be that of a busy shopping mall with people going about their day.",Salesman: 大人気商品のくるみのあんバターは只今冷蔵ショーケースにございます。
1874.2,1874.2,0.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including t-shirts and pants. The bakery has a bright and inviting atmosphere, with a variety of pastries and baked goods displayed on shelves and in display cases. The customers appear to be engaged in conversation and enjoying their time at the bakery.",no utterance is needed
1874.9,1879.8,0.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including t-shirts and pants. Some of them are standing near the counter, while others are walking around the bakery area. The atmosphere appears to be relaxed and casual, with customers enjoying their time at the bakery.",Salesman: ちょっとひんやりさせたくるみのあんバター夏のおやつにいかがですか？
1883.9,1883.9,4.1,"The image shows an indoor shopping mall with a large, open space featuring a curved escalator. The mall has a modern design with white columns and tiled flooring in shades of blue and gray. There are several people walking around, some of whom are carrying bags and handbags. The atmosphere appears to be busy, with people going about their day.",no utterance is needed
1888.0,1893.6,4.1,"In the image, there are two women walking in what appears to be a mall or a shopping center. The woman on the left is wearing a black top and beige pants, and she is carrying a handbag. The woman on the right is wearing a black top and white pants. Both women are wearing masks, indicating that they are likely in a public place during a pandemic. The mall has a modern design with a curved staircase and a tiled floor.",Salesman: どうぞいらっしゃいませ。ソルビのベーカリー美味しいパンがまだまだたくさん並んでますよ。
1894.1,1894.1,0.5,"In the image, there are several customers at the bakery in the mall. Here are the details:1. **Customer 1**: A person wearing a white shirt with a logo on the front and black pants. They are standing near the entrance of the bakery.2. **Customer 2**: Another person wearing a black shirt and black pants. They are standing near the entrance of the bakery.3. **Customer 3**: A person wearing a white shirt and black pants. They are standing near the entrance of the bakery.4. **Customer 4**: A person wearing a white shirt and black pants. They are standing near the entrance of the bakery.5. **Customer 5**: A person wearing a white shirt and black pants. They are standing near the entrance of the bakery.All customers are wearing masks, adhering to the safety measures during the pandemic.",no utterance is needed
1894.6,1899.9,0.5,"In the image, there are two customers at the entrance of a mall. The person on the left is wearing a white t-shirt with a graphic design and dark pants. The person on the right is wearing a dark outfit and a face mask. Both are standing in front of the entrance, possibly waiting to enter the mall or observing the surroundings.",Salesman: 今日のおやつや明日のパンにソルビバベーカリーの美味しいパンはいかがですか？
1902.7,1902.7,2.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing various clothing items, including:1. A person in a black jacket and a white shirt.2. Another person in a green shirt.3. A person in a yellow shirt.4. A person in a black jacket and a white shirt.5. A person in a black jacket and a white shirt.6. A person in a black jacket and a white shirt.7. A person in a black jacket and a white shirt.8. A person in a black jacket and a white shirt.9. A person in a black jacket and a white shirt.10. A person in a black jacket and a white shirt.The customers appear to be walking or standing in front of the bakery, possibly waiting for their order or browsing the bakery's offerings.",no utterance is needed
1905.5,1906.8,2.8,"In the image, there are several people walking in what appears to be a mall or a shopping center. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying bags, and one person is carrying a suitcase. The atmosphere seems to be relaxed and casual, typical of a shopping environment.",Salesman: どうもこんにちは。
1907.9,1907.9,1.1,"In the image, there are several customers at the mall. One person is walking towards the bakery, wearing a green and white shirt with a cap. Another person is walking away from the bakery, dressed in a brown jacket. There are also other customers in the background, some of whom are carrying bags. The mall has a modern design with a curved staircase and tiled flooring.",no utterance is needed
1909.0,1915.9,1.1,"In the image, there are several customers at the mall. One person is wearing a blue t-shirt with a green and white pattern, a blue cap, and shorts. Another person is wearing a white t-shirt with a green and white pattern, a blue cap, and shorts. There are also other customers in the background, some of whom are wearing white shirts and shorts. The mall has a modern design with a curved ceiling and a tiled floor.",Salesman: ソルビバベーカリーでお買い物して行きませんか？まだまだ今日の美味しいパンはずらりと並んでいますよ。
1917.6,1917.6,1.7,"In the image, there are several customers at the mall. The main focus is on a person wearing a black shirt and white pants, walking towards the camera. There are also other customers in the background, some of whom are carrying bags and walking towards the bakery. The bakery is located in the middle of the mall, and there are other people walking around the mall, some of whom are carrying bags and walking towards the bakery.",no utterance is needed
1919.3,1927.7,1.7,"In the image, there are several people walking in what appears to be a mall or a shopping center. The customers are dressed in casual clothing, suitable for a shopping environment. Some of them are carrying bags, which suggests they might be shoppers. The individuals are walking in a line, and the scene is well-lit, indicating it is daytime. The mall has a modern design with a combination of white and green elements, and there are escalators visible in the background.",Salesman: こんにちは今日も仕事や学校お疲れ様です。お子さんに大人気のパンもまだまだございますよ。こんにちは。
1928.1,1928.1,0.4,"In the image, there are several customers at the mall. The main focus is on a man and two young girls standing in front of a bakery. The man is wearing a white t-shirt and a black bag on his waist. The two girls are wearing white shirts with some text on them. The bakery has a sign with a colorful design, and there are other customers in the background, some of whom are also wearing white shirts. The mall has a modern design with white walls and tiled floors, and there are escalators and pillars visible in the background.",no utterance is needed
1928.4,1933.1,0.3,"In the image, there are several customers at the mall. The main focus is on a man and two young girls standing in front of a bakery. The man is wearing a white t-shirt and glasses, and he appears to be holding a bag. The two girls are wearing white shirts and appear to be looking at something in front of them. The bakery has a sign with a colorful design, and there are other customers in the background, some of whom are also wearing white shirts. The mall has a modern design with white pillars and a tiled floor.",Salesman: かわいいありがとう可愛いって言って頂けてとても嬉しいです。
1934.1,1934.1,1.0,"In the image, there are several customers at the mall. The main focus is on a young girl and a young boy. The girl is wearing a white shirt with a blue design and a blue dress. The boy is wearing a white t-shirt and black shorts. There are other customers in the background, but they are not the main focus of the image. The mall has a modern design with white pillars and a tiled floor.",no utterance is needed
1935.1,1946.3,1.0,"In the image, there are several customers at the mall. The main focus is on a man and a young girl. The man is wearing a white t-shirt and a black bag over his shoulder. He appears to be carrying a child in his arms. The young girl is wearing a light-colored dress and has a small bag with her. In the background, there are other customers, including a woman with a handbag and a man with a backpack. The mall has a modern design with white pillars and a tiled floor. There is also a poster or sign in the background, but the details are not clear.",Salesman: お買い物いかがですか？手を振ってくれてありがとう。おいしいパンが食べたいときはソロベーカリーに来てくださいね。ありがとう。
1946.4,1946.4,0.1,"In the image, there are several people in the mall. A woman is walking towards the camera, wearing a light-colored top, black pants, and purple shoes. She has a purple backpack on her back. Behind her, there are other people, some of whom are carrying bags and walking. The mall has a modern design with white pillars and a tiled floor. There is also a bakery visible in the background.",no utterance is needed
1946.6,1955.3,0.2,"In the image, there are several customers at the mall. One person is walking towards the camera, wearing a light-colored shirt, black pants, and purple shoes. Another person is standing near the entrance of the bakery, wearing a white shirt and black pants. There are also two children in the background, one of whom is wearing a white shirt and the other is partially visible. The bakery has a sign with a blue and white logo.",Salesman: バイバイお買い物楽しんでね。どうもありがとうございます。お喋りして頂けて嬉しいです。
1956.8,1956.8,1.5,"In the image, there are several customers at the mall. One person is walking towards the camera, carrying a purple bag. Another person is standing near the escalator, wearing a white shirt and a mask. There are also other customers in the background, some of whom are also wearing masks. The mall has a modern design with white walls and a tiled floor.",no utterance is needed
1958.3,1970.8,1.5,"In the image, there are several customers in the mall. One person is walking towards the entrance, while another is standing near the escalator. There are also a few people standing near the bakery, which is located in the mall. The customers are wearing casual clothing, and the mall has a modern design with white pillars and tiled flooring.",Salesman: ありがとう可愛いって言ってもらえるのは嬉しいですね。マーメイドのかなこです。こんにちは町のおやつにソルビバベーカリーの美味しいパンはいかがですか？
1972.0,1972.0,1.2,"The image shows an indoor mall with a curved escalator leading to an upper level. The floor is tiled with a mix of white and gray tiles, and there are white pillars and railings along the escalator. The ceiling is white with recessed lighting.In front of the bakery, there are a few people walking. One person is wearing a white shirt and jeans, while another is wearing a black shirt and jeans. There is also a person in a white shirt and jeans walking towards the bakery. The overall atmosphere appears to be casual and relaxed.",no utterance is needed
1973.2,1979.2,1.2,"In the image, there are several customers at the mall. The customers are wearing casual clothing, including dresses, skirts, and t-shirts. Some of them are standing near the bakery, while others are walking by or sitting on benches. The atmosphere appears to be relaxed and casual, typical of a shopping mall environment.",Salesman: 今日の焼いたパンまだまだたくさん並んでますよ。どうもお買い物ありがとうございます。
1980.0,1980.0,0.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing various clothing items, including:1. A person wearing a white shirt and a black skirt.2. Another person wearing a white shirt and a black skirt.3. A person wearing a white shirt and a black skirt.4. A person wearing a white shirt and a black skirt.5. A person wearing a white shirt and a black skirt.6. A person wearing a white shirt and a black skirt.7. A person wearing a white shirt and a black skirt.8. A person wearing a white shirt and a black skirt.9. A person wearing a white shirt and a black skirt.10. A person wearing a white shirt and a black skirt.The customers are walking around the bakery, and the bakery has a sign with a logo and some text. The overall atmosphere appears to be casual and relaxed.",no utterance is needed
1980.7,1992.6,0.8,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including short-sleeved shirts and patterned pants. Some of them are carrying bags, and one person is wearing a mask. The bakery appears to be a popular spot for customers, with a variety of items on display and a welcoming atmosphere.",Salesman: 皆様、日傘のお忘れ物のないですか？まだまだ暑い日が続きますね。日傘を差して水分を補給して体調を崩さないようにしてくださいね。
2000.4,2000.4,7.8,"The image shows an indoor space with a curved staircase leading upwards. The floor is tiled with a pattern of blue and white tiles, and there is a white railing along the staircase. The ceiling is white with recessed lighting.In front of the bakery at the mall, there are no visible customers. The bakery is not visible in the image, so it is not possible to describe the customers or their attire.",no utterance is needed
2008.3,2008.7,7.9,"In the image, there are several people walking in the mall. The customers are wearing casual clothing, including t-shirts, shorts, and sneakers. Some of them are carrying bags, and one person is holding a handbag. The mall has a modern design with a combination of white and green elements. The customers appear to be going about their day, possibly shopping or walking around the mall.",Salesman: こんにちは。
2013.5,2013.5,4.8,"In the image, there are two customers at the mall. The person in the foreground is wearing a dark-colored polo shirt and dark pants. They are holding a white bag. The person in the background is wearing a black jacket and dark pants. Both are walking towards the bakery.",no utterance is needed
2018.3,2022.8,4.8,"The image shows an indoor area of a mall with a staircase leading upwards. The floor is tiled with a pattern of white and gray tiles, and there are white columns and railings on both sides of the staircase. The ceiling is white with a grid of recessed lights. In front of the bakery, there are a few people visible. They appear to be walking or standing, but their details are not clear due to the distance and angle of the shot. The bakery itself is not clearly visible in the image, but it is likely situated in the background, given the context of the mall setting. The overall atmosphere seems to be that of a typical shopping mall, with people going about their day.",Salesman: いらっしゃいませ。今日もソルビバベーカリーお越しくださり、ありがとうございます。
2024.5,2024.5,1.8,"The image shows an indoor area of a mall with a curved escalator leading upwards. The floor is tiled with a mix of white and gray tiles, and there are white pillars and railings along the sides of the escalator. The ceiling is white with recessed lighting.In front of the bakery, there are a few people visible. One person is sitting on the ground, possibly waiting for someone or simply resting. Another person is standing near the entrance of the bakery, possibly waiting to enter or just passing by. The overall atmosphere appears to be calm and quiet, with no immediate signs of activity from the people in the image.",no utterance is needed
2026.3,2029.4,1.8,"The image shows an indoor area of a mall with a curved staircase leading to an exit. The floor is tiled with a mix of white and gray tiles, and there are white columns supporting the ceiling. The area appears to be well-lit with overhead lights. In front of the bakery, there are a few customers. One person is standing near the entrance, possibly waiting to enter the bakery. Another person is walking towards the exit, and there is a third person standing further back, possibly waiting for someone or just enjoying the view. The customers are dressed casually, with some wearing short sleeves and others in long sleeves. The overall atmosphere seems to be relaxed and casual, typical of a shopping mall environment.",Salesman: 本日焼いたパンがまだまだずらっと並んでますよ。
2031.1,2031.1,1.7,"In the image, there are two people walking in what appears to be a mall or a shopping center. The person in the foreground is holding an umbrella and is wearing a light-colored shirt, dark pants, and sneakers. They also have a backpack on their back. The person in the background is wearing a light-colored shirt and dark pants. Both individuals are walking on a tiled path, and there is a bakery in the background.",no utterance is needed
2032.7,2036.1,1.6,"In the image, there are two customers at the entrance of a bakery at the mall. The person on the left is holding an umbrella and appears to be wearing a light-colored jacket and dark pants. The person on the right is wearing a light-colored top and dark pants. Both are carrying bags, and the person on the right is also wearing a blue face mask. The bakery entrance is well-lit, and there are other customers and storefronts visible in the background.",Salesman: お勧めのパンは一番人気あん塩バターパンはいかがですか？
2037.2,2037.2,1.1,"In the image, there are several customers in the mall. One person is walking towards the entrance of the bakery, wearing a light-colored shirt and dark pants. Another person is standing near the entrance, wearing a white shirt and dark pants. There are also a few other individuals in the background, but they are not the main focus of the image. The bakery entrance is well-lit, and the customers appear to be engaged in their activities.",no utterance is needed
2038.3,2046.7,1.1,"In the image, there are several people walking around the mall. The customers are wearing casual clothing, including dresses, shirts, and jackets. Some are carrying handbags, and one person is holding an umbrella, suggesting it might be a sunny day. The mall has a modern design with a combination of white and green elements, and there are also some people standing near the entrance or exit of the mall.",Salesman: テレビ番組よーいどんの本日のお勧めさんにて紹介いただいたプジャカレーパンみやびも本日の分まだございますよ。
2049.7,2049.7,3.0,"In the image, there are several customers at the bakery at the mall. The customers are wearing casual clothing, including jeans, t-shirts, and jackets. Some of them are carrying bags, and one person is wearing a hat. The bakery appears to be a popular spot for customers, with a variety of items on display and a welcoming atmosphere.",no utterance is needed
2052.7,2057.1,3.0,"The image shows an indoor area of a mall with a curved staircase leading upwards. The floor is tiled with a pattern of white, gray, and black tiles. There are several people visible in the scene, but their details are not clear due to the angle and distance. 1. **People in the Foreground**: There is a person standing near the stairs, wearing a light-colored shirt and pants. Another person is walking towards the stairs, dressed in a dark-colored shirt and pants. 2. **People in the Background**: There are more people in the background, but their details are not discernible due to the distance and angle of the shot. The overall atmosphere appears to be busy, with people going about their day. The mall seems to be well-lit, and the area is clean and organized.",Salesman: お子様のやつには、みんなのカレーパンやきな粉餅がおすすめ。
2059.3,2059.3,2.2,"The image shows an indoor scene with a modern, well-lit hallway. The hallway is wide and has a curved staircase on the right side. The floor is tiled with a combination of white and gray tiles, and there are white railings on both sides of the staircase.In the background, there is a large window that allows natural light to enter the space. Outside the window, there are some people walking, but they are not the main focus of the image. The people visible in the background appear to be casually dressed, suggesting that they are likely shoppers or visitors to the mall.The overall atmosphere of the scene is clean and organized, with a focus on the modern architecture and the well-lit environment.",no utterance is needed
